work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2022,data analyst  in office,analysis,gbp,38436,131936,us,ex,ft,in-person,uk,l
2020,machine learning engineer,ml/ai,us dolars,40086,153935,jp,en,ct,remote,jp,s
2020,machine learning engineer  (remote),unknown,unknown,121054,46029,cn,unknown,ft,hybrid,in,unknown
2020,data engineer,engineering,eur,180923,95550,in,mi,ct,in-person,in,l
2020,machine learning engineer  (remote),analysis,eur,69732,169280,mx,en,ft,in-person,mx,s
2021,machine learning engineer  in office,analysis,inr,175914,105507,mx,ex,ct,hybrid,jp,l
2021,machine learning engineer,analysis,jpy,158928,118719,jp,en,fl,in-person,us,l
2020,data analyst,ml/ai,gbp,151755,118499,jp,ex,ct,in-person,in,s
2020,data engineer,analysis,jpy,31745,131383,de,mi,fl,remote,in,s
2020,data analyst  in office,engineering,gbp,42697,169199,us,ex,pt,hybrid,in,l
2021,statistician,analysis,us dolars,33879,45646,cn,ex,ct,in-person,cn,l
2020,data analyst,ml/ai,eur,179571,52713,de,se,fl,hybrid,uk,m
2020,statistician  in office,data science,eur,196107,62267,jp,se,pt,remote,uk,s
2022,data scientist  in office,analysis,us dolars,105224,106197,in,en,pt,remote,de,l
2020,statistician,data science,gbp,143369,193631,jp,en,ct,in-person,cn,m
2022,statistician,analysis,us dolars,106524,147201,de,se,pt,remote,in,l
2022,data analyst,ml/ai,gbp,119006,102246,uk,mi,ft,hybrid,us,m
2020,statistician  (remote),data science,jpy,67249,192434,uk,mi,pt,remote,mx,l
2020,data scientist,analysis,eur,59076,71284,cn,en,ct,remote,cn,l
2021,data scientist  (remote),analysis,eur,194196,148178,us,ex,fl,in-person,de,s
2021,statistician  (remote),ml/ai,jpy,176859,153556,uk,en,ft,hybrid,us,l
2021,machine learning engineer,analysis,jpy,83462,85277,mx,se,ft,remote,jp,s
2021,machine learning engineer  (remote),data science,inr,115984,45316,in,ex,pt,remote,jp,l
2022,statistician,engineering,gbp,101035,185535,de,mi,ft,hybrid,uk,m
2020,data engineer  in office,engineering,gbp,33841,165960,de,en,ct,hybrid,cn,l
2020,machine learning engineer  in office,ml/ai,inr,74890,41325,de,en,pt,in-person,uk,l
2020,statistician  in office,analysis,eur,157727,180160,mx,se,fl,remote,uk,m
2021,data engineer  in office,ml/ai,gbp,55402,104922,jp,mi,pt,remote,cn,l
2021,data engineer  (remote),engineering,gbp,141713,143949,de,en,pt,remote,mx,l
2020,data analyst,engineering,eur,135363,160856,mx,en,fl,remote,jp,l
2021,data engineer  (remote),unknown,unknown,127807,134564,de,unknown,pt,hybrid,cn,unknown
2020,machine learning engineer  in office,data science,us dolars,53237,106803,in,en,ft,remote,us,l
2020,machine learning engineer  in office,analysis,inr,161625,45419,mx,ex,pt,remote,de,s
2020,statistician,engineering,jpy,174932,75854,us,en,pt,remote,uk,s
2020,statistician  (remote),data science,gbp,120439,163976,cn,mi,pt,in-person,mx,s
2020,data engineer  in office,ml/ai,gbp,37045,139796,jp,se,ct,in-person,jp,s
2020,data scientist  (remote),engineering,inr,104916,129427,jp,mi,ct,in-person,uk,m
2020,data analyst,ml/ai,inr,86435,110535,de,se,ft,hybrid,mx,l
2021,data scientist,unknown,unknown,128453,118855,in,unknown,fl,hybrid,in,unknown
2020,data engineer  (remote),ml/ai,eur,62261,181772,uk,mi,ct,hybrid,de,l
2020,data engineer,engineering,eur,32853,57633,mx,ex,ct,remote,us,l
2021,data scientist  (remote),analysis,jpy,105664,146958,de,se,ft,remote,uk,m
2021,data analyst  (remote),ml/ai,gbp,140884,54055,mx,se,ft,hybrid,in,l
2021,data scientist  (remote),engineering,gbp,78022,179714,de,en,fl,in-person,in,s
2020,statistician  in office,engineering,gbp,163808,164718,jp,se,pt,remote,mx,s
2022,machine learning engineer  in office,data science,gbp,63724,174245,jp,se,pt,in-person,de,m
2022,statistician  (remote),engineering,inr,41440,37025,de,se,fl,remote,jp,s
2022,data engineer,analysis,gbp,191356,44853,in,mi,fl,in-person,uk,m
2021,data analyst  in office,ml/ai,us dolars,136911,91156,uk,en,ft,hybrid,uk,m
2020,data scientist  (remote),ml/ai,eur,172718,172398,uk,ex,pt,in-person,jp,s
2022,data analyst  in office,ml/ai,jpy,115694,164535,mx,se,fl,hybrid,us,m
2020,data scientist  (remote),ml/ai,eur,175414,57163,uk,se,fl,hybrid,us,m
2022,statistician,analysis,gbp,163007,128136,mx,mi,pt,remote,in,s
2022,data scientist  in office,ml/ai,inr,124203,44075,cn,mi,ft,remote,us,m
2020,data analyst,data science,us dolars,129039,124245,de,se,ct,hybrid,uk,l
2020,data scientist  (remote),engineering,gbp,32838,73315,de,se,ct,hybrid,mx,l
2022,data engineer,engineering,inr,196402,133245,in,en,ft,in-person,us,s
2020,statistician,ml/ai,us dolars,132210,46010,uk,en,ft,remote,de,s
2020,data engineer  in office,engineering,inr,133140,136548,jp,ex,pt,remote,uk,l
2020,statistician  (remote),data science,eur,130166,30605,jp,mi,ft,hybrid,de,m
2022,statistician  in office,data science,gbp,66994,197517,us,ex,ft,remote,jp,l
2022,machine learning engineer  in office,engineering,eur,60384,67315,us,en,fl,hybrid,de,l
2020,data engineer,ml/ai,jpy,75378,38652,mx,mi,ft,in-person,de,s
2022,machine learning engineer  (remote),data science,eur,193715,191602,mx,mi,fl,remote,uk,l
2022,data analyst  in office,analysis,gbp,177998,150179,jp,se,pt,in-person,de,m
2020,data engineer  in office,ml/ai,us dolars,68977,123439,uk,ex,pt,remote,de,s
2020,data scientist,analysis,gbp,53652,110266,mx,ex,ft,remote,mx,l
2020,machine learning engineer  (remote),engineering,gbp,40270,198996,de,mi,ft,hybrid,mx,s
2021,data engineer  (remote),engineering,us dolars,112804,68541,jp,ex,ct,hybrid,cn,l
2022,data analyst,analysis,eur,66417,94658,cn,en,fl,remote,cn,m
2021,data engineer  in office,ml/ai,gbp,157390,86327,cn,ex,ct,in-person,mx,s
2022,statistician  (remote),data science,inr,86042,123434,jp,mi,ft,in-person,in,m
2022,data scientist,engineering,gbp,93253,73654,us,ex,ct,remote,uk,l
2022,machine learning engineer  in office,ml/ai,eur,82723,45930,uk,ex,ct,remote,cn,s
2022,statistician,ml/ai,us dolars,181389,160682,jp,en,pt,in-person,de,m
2022,data analyst  (remote),engineering,eur,197506,164590,de,se,fl,in-person,us,m
2022,statistician  in office,engineering,jpy,105449,192054,de,en,pt,hybrid,de,l
2022,statistician,ml/ai,gbp,111141,36775,in,ex,pt,hybrid,us,s
2021,data analyst,data science,gbp,30557,185062,de,ex,ct,in-person,mx,m
2020,statistician,analysis,us dolars,137776,35378,jp,se,fl,hybrid,mx,s
2020,machine learning engineer  (remote),engineering,gbp,167112,76402,jp,se,ft,hybrid,jp,s
2021,data engineer  (remote),analysis,inr,76652,109712,de,en,fl,remote,jp,s
2021,statistician  (remote),unknown,unknown,146048,55060,us,unknown,pt,hybrid,mx,unknown
2021,machine learning engineer,analysis,eur,90941,157067,uk,en,ct,hybrid,mx,l
2021,data engineer  (remote),data science,us dolars,117340,158334,cn,mi,ft,remote,uk,m
2022,data engineer,ml/ai,jpy,104828,148684,jp,ex,pt,in-person,uk,s
2020,statistician,data science,eur,187182,123104,de,se,ct,hybrid,mx,m
2022,machine learning engineer,ml/ai,us dolars,166421,52765,cn,mi,pt,hybrid,jp,m
2020,statistician  in office,data science,us dolars,191446,184268,de,mi,ct,in-person,uk,m
2020,data analyst,ml/ai,eur,114545,146677,jp,en,fl,hybrid,mx,l
2021,data engineer  (remote),data science,eur,140623,176540,in,en,pt,in-person,us,s
2022,statistician,ml/ai,gbp,72591,124385,uk,se,fl,remote,us,s
2021,data engineer  (remote),data science,jpy,161129,132649,jp,en,fl,in-person,in,m
2022,machine learning engineer  in office,ml/ai,inr,154007,38174,cn,mi,ct,in-person,uk,m
2020,data scientist  in office,data science,gbp,123829,75820,de,mi,ft,in-person,uk,l
2021,statistician,engineering,us dolars,94578,156518,in,ex,fl,remote,in,l
2021,statistician  (remote),analysis,jpy,138497,180170,mx,mi,pt,in-person,de,m
2020,data engineer  in office,ml/ai,jpy,180193,102582,jp,se,pt,in-person,us,s
2020,machine learning engineer  in office,data science,eur,35493,165258,uk,ex,ct,remote,de,l
2020,data analyst  in office,engineering,jpy,132181,46722,in,en,fl,hybrid,cn,s
2021,machine learning engineer  (remote),ml/ai,jpy,97818,138157,cn,ex,ft,hybrid,in,l
2022,statistician,ml/ai,us dolars,150196,101504,de,mi,ft,in-person,cn,s
2021,data analyst,ml/ai,gbp,31431,140760,us,se,pt,remote,mx,m
2022,machine learning engineer  in office,analysis,jpy,130079,70452,mx,en,ct,remote,cn,l
2021,data scientist,data science,eur,172423,58270,mx,en,fl,in-person,uk,m
2021,data engineer  in office,data science,gbp,193555,71129,uk,mi,pt,in-person,de,l
2020,machine learning engineer  (remote),ml/ai,eur,61195,36387,in,se,ct,hybrid,uk,m
2022,machine learning engineer,ml/ai,jpy,183807,54394,jp,mi,ft,hybrid,mx,l
2021,data scientist  (remote),unknown,unknown,45203,157113,jp,unknown,pt,in-person,in,unknown
2020,data engineer  (remote),ml/ai,us dolars,132769,141110,jp,mi,ft,in-person,uk,s
2020,machine learning engineer  (remote),analysis,gbp,115222,191165,mx,se,ct,remote,cn,s
2022,data analyst,data science,eur,42636,65241,mx,se,pt,hybrid,mx,l
2021,machine learning engineer  in office,unknown,unknown,65070,58337,mx,unknown,fl,in-person,cn,unknown
2022,data engineer  in office,ml/ai,inr,59123,130992,in,mi,ct,remote,de,m
2021,machine learning engineer  (remote),engineering,eur,150973,34804,uk,ex,fl,hybrid,de,l
2022,data scientist  (remote),ml/ai,jpy,192884,195130,mx,en,pt,in-person,in,s
2020,machine learning engineer  in office,ml/ai,eur,189832,87450,jp,en,ft,in-person,de,s
2021,machine learning engineer,ml/ai,inr,34966,89529,uk,se,ct,hybrid,us,s
2022,data analyst,ml/ai,eur,148414,152766,de,ex,ft,in-person,uk,s
2020,data scientist  (remote),ml/ai,us dolars,113962,61334,de,se,fl,hybrid,mx,m
2020,data scientist,data science,eur,109698,93452,de,ex,fl,remote,mx,l
2021,data analyst,engineering,inr,71482,137018,jp,en,pt,hybrid,us,l
2021,machine learning engineer  (remote),ml/ai,eur,32998,69440,in,ex,fl,hybrid,in,m
2020,machine learning engineer,engineering,inr,152659,93118,jp,mi,pt,remote,cn,s
2021,data engineer  (remote),data science,us dolars,91265,115263,cn,mi,ft,in-person,us,s
2021,data engineer  in office,analysis,gbp,96445,156775,jp,en,pt,hybrid,mx,m
2021,data analyst  in office,ml/ai,jpy,141033,79217,uk,ex,fl,hybrid,us,m
2020,statistician  in office,data science,eur,195720,192211,in,mi,ft,hybrid,mx,l
2022,data engineer  in office,data science,us dolars,108033,98517,mx,mi,pt,in-person,cn,l
2021,statistician  (remote),analysis,inr,114480,173857,us,mi,pt,in-person,uk,m
2020,data scientist,ml/ai,inr,168599,84740,us,en,ct,remote,uk,m
2020,data engineer  (remote),unknown,unknown,134000,131119,mx,unknown,fl,remote,jp,unknown
2022,data engineer  (remote),analysis,eur,164144,43950,in,mi,ct,remote,us,s
2021,data analyst  (remote),engineering,jpy,173090,102209,us,mi,pt,in-person,uk,l
2021,statistician,engineering,eur,59652,97278,in,se,fl,hybrid,mx,m
2022,data engineer  (remote),analysis,gbp,34476,68488,uk,mi,ft,in-person,us,m
2022,data engineer  in office,engineering,eur,125768,66277,uk,ex,ft,in-person,us,s
2020,data analyst  in office,data science,gbp,188554,33534,jp,mi,ft,in-person,in,m
2020,data analyst  (remote),analysis,inr,46219,110221,us,se,pt,remote,in,l
2022,statistician  in office,ml/ai,gbp,60448,101121,mx,en,pt,hybrid,cn,s
2021,data scientist  in office,ml/ai,jpy,186192,104090,in,en,ft,in-person,us,m
2020,data scientist,data science,us dolars,36855,139777,uk,ex,ct,remote,in,l
2020,machine learning engineer  (remote),ml/ai,gbp,162156,31634,jp,mi,ct,in-person,mx,l
2021,data engineer  (remote),ml/ai,eur,128856,46908,us,mi,fl,hybrid,cn,s
2020,statistician  in office,analysis,gbp,183016,182382,us,se,fl,remote,uk,l
2021,data engineer  (remote),data science,inr,194993,110653,us,se,ft,in-person,us,s
2021,statistician  (remote),analysis,gbp,91282,97258,uk,ex,pt,remote,in,l
2021,statistician  in office,data science,jpy,117393,99400,uk,ex,pt,hybrid,uk,m
2022,statistician  in office,analysis,gbp,159822,146107,us,mi,fl,hybrid,us,s
2022,data engineer  (remote),analysis,jpy,48070,159468,uk,mi,ft,remote,cn,l
2022,data analyst,engineering,eur,86690,142436,us,ex,fl,in-person,us,s
2021,data engineer  in office,ml/ai,inr,91134,61131,de,en,ct,hybrid,in,l
2021,statistician  (remote),data science,us dolars,117755,181458,uk,en,ft,hybrid,uk,s
2022,machine learning engineer  in office,ml/ai,eur,136993,91760,in,en,ft,in-person,us,m
2021,statistician  (remote),data science,us dolars,53178,159841,us,ex,ct,remote,mx,s
2020,machine learning engineer,engineering,gbp,109019,84470,in,se,ft,in-person,cn,m
2021,machine learning engineer  in office,engineering,inr,194645,160263,in,en,pt,in-person,jp,s
2020,statistician,engineering,eur,194760,163425,uk,mi,fl,in-person,jp,m
2020,data engineer  in office,analysis,jpy,141466,43878,cn,en,fl,remote,uk,m
2022,machine learning engineer,unknown,unknown,148292,147743,in,unknown,fl,remote,de,unknown
2022,data engineer,engineering,eur,129747,106668,in,mi,ct,in-person,cn,s
2021,data engineer  in office,ml/ai,gbp,76475,38203,mx,mi,fl,hybrid,jp,m
2022,machine learning engineer,analysis,us dolars,80697,40322,us,en,ct,remote,uk,s
2022,data scientist,data science,jpy,195050,106831,uk,en,ft,in-person,cn,l
2022,machine learning engineer  in office,engineering,eur,190749,65925,us,mi,pt,hybrid,mx,l
2022,data scientist  in office,ml/ai,eur,40272,52247,uk,se,ft,remote,in,l
2020,statistician  (remote),analysis,inr,167284,137930,jp,ex,fl,in-person,jp,l
2021,statistician  in office,unknown,unknown,51071,178412,cn,unknown,ct,in-person,de,unknown
2022,machine learning engineer  (remote),engineering,eur,138644,149496,in,ex,ct,hybrid,in,m
2020,data analyst  in office,engineering,jpy,178369,107631,uk,ex,fl,in-person,jp,s
2020,data engineer  (remote),ml/ai,us dolars,189697,76335,in,mi,pt,hybrid,mx,m
2022,data engineer  in office,analysis,gbp,58831,118961,in,ex,ct,in-person,jp,m
2022,data scientist  (remote),data science,jpy,148313,64723,de,se,ct,hybrid,de,s
2021,statistician  (remote),ml/ai,us dolars,153950,34991,us,se,fl,hybrid,us,s
2022,data scientist  in office,engineering,eur,92909,197905,cn,en,ct,remote,de,s
2022,data engineer,unknown,unknown,59367,177139,mx,unknown,fl,remote,mx,unknown
2020,data engineer,engineering,us dolars,50121,43763,uk,en,fl,hybrid,uk,m
2021,statistician  (remote),data science,us dolars,65547,74863,jp,en,pt,in-person,uk,m
2022,data analyst  (remote),data science,us dolars,93642,47408,cn,mi,fl,hybrid,mx,m
2022,data analyst,data science,jpy,54914,186248,de,se,ft,remote,mx,s
2020,statistician  in office,data science,gbp,146664,196169,us,mi,pt,in-person,mx,m
2020,statistician  in office,data science,us dolars,178250,144177,jp,se,fl,hybrid,de,l
2022,data scientist,engineering,inr,97258,196866,jp,mi,fl,hybrid,de,m
2021,statistician,data science,eur,90563,119767,in,se,pt,hybrid,de,m
2021,data analyst,data science,eur,92607,31011,us,en,ct,hybrid,de,s
2020,statistician  (remote),unknown,unknown,95638,184499,de,unknown,pt,remote,mx,unknown
2020,data scientist,data science,eur,122971,68392,uk,en,ct,remote,de,m
2022,data scientist,analysis,eur,174334,88990,uk,se,pt,remote,jp,s
2020,data scientist,analysis,us dolars,168525,176301,de,mi,pt,remote,cn,l
2022,data scientist,analysis,gbp,146720,108780,in,ex,ft,in-person,cn,l
2021,machine learning engineer  in office,engineering,inr,107760,186374,in,se,pt,in-person,in,s
2021,statistician  in office,engineering,jpy,167244,53536,jp,mi,ft,in-person,uk,s
2022,data engineer,unknown,unknown,106788,117746,us,unknown,fl,hybrid,uk,unknown
2020,statistician  (remote),ml/ai,jpy,47918,35585,jp,mi,ct,in-person,cn,s
2021,machine learning engineer  (remote),unknown,unknown,37197,87210,mx,unknown,ct,remote,mx,unknown
2022,data analyst  (remote),ml/ai,eur,172111,198361,de,mi,ct,in-person,in,s
2022,data analyst  in office,engineering,us dolars,57785,39775,us,se,pt,hybrid,de,s
2022,statistician,data science,eur,34570,44099,de,en,ft,hybrid,cn,l
2021,statistician,data science,gbp,102242,132341,us,en,ct,in-person,mx,l
2020,data engineer  in office,engineering,jpy,172727,71842,cn,se,fl,hybrid,cn,l
2020,data engineer,ml/ai,inr,77907,87163,uk,mi,ft,in-person,in,s
2020,data analyst,engineering,gbp,39449,152863,uk,mi,pt,in-person,de,s
2021,data scientist  in office,ml/ai,eur,54630,125608,cn,mi,fl,hybrid,uk,m
2021,machine learning engineer  in office,analysis,us dolars,104658,170931,us,se,ct,remote,mx,m
2021,data engineer  in office,engineering,inr,76371,139478,in,mi,ct,in-person,mx,m
2021,data engineer  (remote),engineering,jpy,172063,85700,us,mi,ft,remote,cn,m
2021,data scientist  in office,ml/ai,gbp,54887,32539,uk,ex,ct,remote,us,s
2020,data scientist  in office,ml/ai,jpy,43859,138609,mx,mi,ft,in-person,uk,l
2021,statistician  in office,engineering,eur,184712,108735,de,en,ct,remote,uk,s
2021,machine learning engineer  in office,data science,jpy,78339,194230,jp,mi,fl,hybrid,us,s
2020,data scientist,data science,us dolars,32512,87824,de,se,pt,hybrid,in,s
2021,data engineer  in office,data science,gbp,110982,42281,uk,se,fl,remote,jp,s
2020,data engineer  in office,analysis,gbp,51912,176192,de,mi,pt,hybrid,de,l
2020,data analyst  (remote),analysis,us dolars,150639,39946,in,se,ft,in-person,de,l
2022,data scientist  (remote),ml/ai,jpy,196587,154128,in,se,ct,in-person,uk,m
2022,statistician,analysis,us dolars,176488,154016,mx,mi,fl,remote,us,s
2022,machine learning engineer  in office,data science,inr,145781,106427,us,ex,ct,hybrid,mx,m
2022,statistician  in office,engineering,us dolars,132067,56111,de,ex,ft,remote,uk,l
2021,data engineer  in office,analysis,jpy,42227,63290,de,ex,pt,hybrid,uk,l
2022,statistician  (remote),analysis,us dolars,174103,195534,uk,ex,fl,in-person,mx,m
2020,data engineer,data science,eur,63000,34837,us,en,pt,hybrid,mx,l
2021,data engineer  (remote),analysis,us dolars,81253,41801,us,mi,pt,hybrid,cn,l
2022,data engineer  in office,ml/ai,us dolars,140848,159342,de,se,ft,remote,in,s
2020,data engineer  (remote),unknown,unknown,97564,184782,jp,unknown,pt,in-person,de,unknown
2021,data engineer  in office,data science,inr,150921,127157,de,mi,ft,hybrid,jp,l
2021,data analyst  in office,ml/ai,inr,125969,70916,de,se,pt,in-person,us,l
2022,statistician  in office,data science,jpy,152614,174137,de,en,pt,hybrid,jp,m
2021,data analyst,ml/ai,jpy,179385,92546,in,ex,fl,in-person,us,m
2020,data analyst  (remote),engineering,jpy,105186,75474,cn,mi,ft,hybrid,de,l
2021,data scientist  in office,unknown,unknown,82492,123766,us,unknown,ct,in-person,in,unknown
2020,data scientist  in office,ml/ai,gbp,60364,66388,cn,en,ct,hybrid,jp,s
2021,data scientist,ml/ai,us dolars,179433,106167,in,se,ct,in-person,us,m
2022,machine learning engineer,ml/ai,jpy,97949,125364,jp,en,fl,hybrid,uk,s
2021,data analyst  in office,ml/ai,inr,133722,33709,jp,mi,pt,remote,in,m
